name,description,image_url,phone,aggregate_rating,reviews_count,cuisine
"The Starry Foliage, Prahlad Nagar, Ahmedabad | Zomato ","The Starry Foliage Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for The Starry Foliage Restaurant.",/ahmedabad/the-starry-foliage-prahlad-nagar,"+919898132000, +919662918458",3.3,57.0,"Asian, Italian, North Indian, Continental, Biryani, Salad, Desserts, Beverages"
"Thepla Junction, C G Road, Ahmedabad | Zomato ","Thepla Junction Ahmedabad, C G Road; View reviews, menu, contact, location, and more for Thepla Junction Restaurant.",/ahmedabad/thepla-junction-1-c-g-road,+916357575959,3.9,41.0,"Gujarati, North Indian, Beverages, Desserts"
"Altitude The Rooftop By Upper Crust, Bodakdev, Ahmedabad | Zomato ","Altitude The Rooftop By Upper Crust Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Altitude The Rooftop By Upper Crust Restaurant.",/ahmedabad/altitude-the-rooftop-by-upper-crust-bodakdev,+917069188818,4.0,40.0,"BBQ, Fast Food, Chinese, Seafood"
"Swati Snacks, C G Road, Ahmedabad | Zomato ","Swati Snacks Ahmedabad, C G Road; View reviews, menu, contact, location, and more for Swati Snacks Restaurant.",/ahmedabad/swati-snacks-c-g-road,+917573951406,4.5,1650.0,"Gujarati, South Indian, Fast Food, Desserts, Beverages"
"Shamiana By Taj Skyline, Bodakdev, Ahmedabad | Zomato ","Shamiana By Taj Skyline Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Shamiana By Taj Skyline Restaurant.",/ahmedabad/shamiana-by-taj-skyline-bodakdev,+917940400000,3.6,69.0,"Asian, North Indian, Chinese, Italian"
"Subway, Bopal, Ahmedabad | Zomato ","Subway Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Subway Restaurant.",/ahmedabad/subway-1-bopal,+918511606666,4.1,103.0,"Healthy Food, Sandwich, Fast Food, Wraps, Salad, Beverages"
"Mad Over Grills, Thaltej, Ahmedabad | Zomato ","Mad Over Grills Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Mad Over Grills Restaurant.",/ahmedabad/mad-over-grills-thaltej,+919662727848,3.9,208.0,"North Indian, Chinese"
"Vadilal Now For Ever, Bodakdev, Ahmedabad | Zomato ","Vadilal Now For Ever Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Vadilal Now For Ever Restaurant.",/ahmedabad/vadilal-now-for-ever-bodakdev,+919512008570,4.5,125.0,"Ice Cream, Desserts, Beverages, Fast Food, Pizza, Sandwich, Italian"
"Bluez Terrace Cafe, Supermall, C G Road, Ahmedabad | Zomato ","Bluez Terrace Cafe Ahmedabad, Supermall, C G Road; View reviews, menu, contact, location, and more for Bluez Terrace Cafe Restaurant.",/ahmedabad/bluez-terrace-cafe-c-g-road,"+918898858988, +919925088666, +917940074008",3.9,681.0,"North Indian, Chinese, Fast Food, Sandwich, Pizza, Beverages"
"The Grill Street, Satellite, Ahmedabad | Zomato ","The Grill Street Ahmedabad, Satellite; View reviews, menu, contact, location, and more for The Grill Street Restaurant.",/ahmedabad/the-grill-street-satellite,"+917948936440, +919909036440",3.8,475.0,"BBQ, North Indian, Chinese, Beverages"
"Arsa, Bopal, Ahmedabad | Zomato ","Arsa Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Arsa Restaurant.",/ahmedabad/arsa-bopal,+916357073004,4.3,18.0,"North Indian, Himachali, Desserts, Beverages"
"Pepper Fusion, Thaltej, Ahmedabad | Zomato ","Pepper Fusion Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Pepper Fusion Restaurant.",/ahmedabad/pepper-fusion-1-thaltej,+917948999199,4.0,295.0,"North Indian, Chinese, Italian, Mexican, Beverages"
"Roastea, Vastrapur, Ahmedabad | Zomato ","Roastea Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Roastea Restaurant.",/ahmedabad/roastea-1-vastrapur,+918140409696,4.2,82.0,"Cafe, Italian, Beverages, Desserts, Sandwich, Bakery, Fast Food, North Indian"
"The Chocolate Room, Airport Gandhinagar Highway, Gandhinagar | Zomato ","The Chocolate Room Gandhinagar, Airport Gandhinagar Highway; View reviews, menu, contact, location, and more for The Chocolate Room Restaurant.",/ahmedabad/the-chocolate-room-1-airport-gandhinagar-highway-gandhinagar,+919723454072,3.9,4.0,"Bakery, Mediterranean, Italian, Fast Food, Panini, Waffle, Desserts, Beverages"
"Marky Momos, Chandkheda, Ahmedabad | Zomato ","Marky Momos Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Marky Momos Restaurant.",/ahmedabad/marky-momos-chandkheda,+918696840555,4.1,639.0,"Momos, Chinese, Seafood, Rolls, Pizza, Fast Food, Sichuan, Beverages"
"Rasa Restro Cafe, Adalaj, Ahmedabad | Zomato ","Rasa Restro Cafe Ahmedabad, Adalaj; View reviews, menu, contact, location, and more for Rasa Restro Cafe Restaurant.",/ahmedabad/rasa-restro-cafe-adalaj,+919712041402,4.0,108.0,"Cafe, North Indian, Italian, Mexican, Thai, Biryani, Desserts, Beverages"
"Huber & Holly, Bopal, Ahmedabad | Zomato ","Huber & Holly Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Huber & Holly Restaurant.",/ahmedabad/huber-holly-1-bopal,+917801811944,4.2,260.0,"Ice Cream, Desserts, Pizza, Sandwich, Pasta, Beverages"
"Turquoise Villa, Vastrapur, Ahmedabad | Zomato ","Turquoise Villa Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Turquoise Villa Restaurant.",/ahmedabad/turquoise-villa-vastrapur,"+919158302340, +917940373000, +917779044260",3.7,1131.0,"Cafe, Continental, North Indian, Pizza, Desserts, Beverages"
"Coffee Culture, Thaltej, Ahmedabad | Zomato ","Coffee Culture Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Coffee Culture Restaurant.",/ahmedabad/coffee-culture-thaltej,+919328733086,4.2,158.0,"Cafe, Sandwich, Burger, Pasta, Pizza, Coffee, Desserts, Beverages"
"La Milano Pizzeria, Prahlad Nagar, Ahmedabad | Zomato ","La Milano Pizzeria Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for La Milano Pizzeria Restaurant.",/ahmedabad/la-milano-pizzeria-prahlad-nagar,+916359149090,4.2,1214.0,"Pizza, Pasta, Italian, American, Mexican, Desserts, Beverages, Fast Food"
"Desi Rasoi, Satellite, Ahmedabad | Zomato ","Desi Rasoi Ahmedabad, Satellite; View reviews, menu, contact, location, and more for Desi Rasoi Restaurant.",/ahmedabad/desi-rasoi-satellite,+918511861177,3.9,11.0,"Gujarati, North Indian, Kathiyawadi, Rajasthani"
"Eatamins, Chandkheda, Ahmedabad | Zomato ","Eatamins Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Eatamins Restaurant.",/ahmedabad/eatamins-chandkheda,+918511787850,3.7,18.0,"Sandwich, Fast Food, Beverages"
"Rangderi, Karai, Gandhinagar | Zomato ","Rangderi Gandhinagar, Karai; View reviews, menu, contact, location, and more for Rangderi Restaurant.",/ahmedabad/rangderi-karai-gandhinagar,+917016726299,,,"Rajasthani, North Indian, Mughlai, Biryani"
"Tab Brewing Co, Bodakdev, Ahmedabad | Zomato ","Tab Brewing Co Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Tab Brewing Co Restaurant.",/ahmedabad/tab-brewing-co-bodakdev,+919925222858,3.6,4.0,"Cafe, Coffee, Continental, Italian, Pizza, Sandwich, Fast Food, Beverages"
"The Indian Heat, Ambavadi, Ahmedabad | Zomato ","The Indian Heat Ahmedabad, Ambavadi; View reviews, menu, contact, location, and more for The Indian Heat Restaurant.",/ahmedabad/the-indian-heat-ambavadi,+919879870450,4.1,164.0,"North Indian, Chinese, Arabian, Momos, Shake, Sichuan"
"Goyaa The Bake House, Bodakdev, Ahmedabad | Zomato ","Goyaa The Bake House Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Goyaa The Bake House Restaurant.",/ahmedabad/goyaa-the-bake-house-bodakdev,+919904200006,2.9,13.0,"Desserts, Continental, Coffee, Beverages"
"Bayleaf - Courtyard By Marriott, Satellite, Ahmedabad | Zomato ","Bayleaf - Courtyard By Marriott Ahmedabad, Satellite; View reviews, menu, contact, location, and more for Bayleaf - Courtyard By Marriott Restaurant.",/ahmedabad/bayleaf-courtyard-by-marriott-satellite,+917966185000,4.4,733.0,"North Indian, Mughlai, Seafood, Biryani, Kebab, Desserts, Beverages"
"Vishalla, Vasna, Ahmedabad | Zomato ","Vishalla Ahmedabad, Vasna; View reviews, menu, contact, location, and more for Vishalla Restaurant.",/ahmedabad/vishalla-vasna,"+918200543694, +917926602422, +917926600919",4.3,1415.0,"Gujarati, Desserts"
"Dravida - Fortune Select, Sola, Ahmedabad | Zomato ","Dravida - Fortune Select Ahmedabad, Sola; View reviews, menu, contact, location, and more for Dravida - Fortune Select Restaurant.",/ahmedabad/dravida-fortune-select-sola,+919099937423,4.6,1029.0,"Andhra, South Indian, Tamil, Kerala"
"Core The Coffee Shop @ Lithosphere, Bodakdev, Ahmedabad | Zomato ","Core The Coffee Shop @ Lithosphere Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Core The Coffee Shop @ Lithosphere Restaurant.",/ahmedabad/core-the-coffee-shop-@-lithosphere-2-bodakdev,+917069144424,4.2,122.0,"Pizza, Burger, Pasta, Oriental, Cafe, Shake, Beverages"
"Hungry Horse Cafe & Restro, Bopal, Ahmedabad | Zomato ","Hungry Horse Cafe & Restro Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Hungry Horse Cafe & Restro Restaurant.",/ahmedabad/hungry-horse-cafe-restro-1-bopal,+918799636387,4.0,11.0,"Cafe, Coffee, North Indian, South Indian, Chinese, Fast Food, Desserts, Beverages"
"Taste & Tales - Multicuisine Restaurant, Airport Gandhinagar Highway, Gandhinagar | Zomato ","Taste & Tales - Multicuisine Restaurant Gandhinagar, Airport Gandhinagar Highway; View reviews, menu, contact, location, and more for Taste & Tales - Multicuisine Restaurant Restaurant.",/ahmedabad/taste-tales-multicuisine-restaurant-airport-gandhinagar-highway-gandhinagar,+917567678009,4.2,156.0,"North Indian, Chinese, Mexican, Thai, Italian, Fast Food, Desserts, Shake"
"Tummy Bites, Mani Nagar, Ahmedabad | Zomato ","Tummy Bites Ahmedabad, Mani Nagar; View reviews, menu, contact, location, and more for Tummy Bites Restaurant.",/ahmedabad/tummy-bites-1-mani-nagar,+916396683796,3.8,15.0,"Sandwich, Fast Food, Street Food, Shake, Beverages"
"Ristretto - Behind The Rods, Navrangpura, Ahmedabad | Zomato ","Ristretto - Behind The Rods Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for Ristretto - Behind The Rods Restaurant.",/ahmedabad/ristretto-behind-the-rods-navrangpura,"+918140183183, +919925907943",4.3,1855.0,"Continental, Chinese, North Indian, Lebanese, Italian, Fast Food, Desserts, Beverages"
"Desi Bite's, Naroda, Ahmedabad | Zomato ","Desi Bite's Ahmedabad, Naroda; View reviews, menu, contact, location, and more for Desi Bite's Restaurant.",/ahmedabad/desi-bites-1-naroda,+918238237752,3.8,18.0,"Burger, Street Food, Sandwich, Fast Food"
"Radhika's Authentic South Indian Food, Gurukul, Ahmedabad | Zomato ","Radhika's Authentic South Indian Food Ahmedabad, Gurukul; View reviews, menu, contact, location, and more for Radhika's Authentic South Indian Food Restaurant.",/ahmedabad/radhikas-authentic-south-indian-food-gurukul,+917948061515,4.2,953.0,"South Indian, Beverages"
"Shake Adda, Naranpura, Ahmedabad | Zomato ","Shake Adda Ahmedabad, Naranpura; View reviews, menu, contact, location, and more for Shake Adda Restaurant.",/ahmedabad/shake-adda-naranpura,+917859978948,,,"Cafe, Coffee, Shake, Sandwich, Fast Food, Tea"
"Vamja's, Gota, Ahmedabad | Zomato ","Vamja's Ahmedabad, Gota; View reviews, menu, contact, location, and more for Vamja's Restaurant.",/ahmedabad/vamjas-gota,+917990795275,3.4,22.0,"Italian, Mexican, Oriental, Japanese, Thai"
"Gallops Eateria, Bopal, Ahmedabad | Zomato ","Gallops Eateria Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Gallops Eateria Restaurant.",/ahmedabad/gallops-eateria-bopal,+916375577943,3.0,7.0,"Cafe, Coffee, Sandwich, Fast Food, North Indian, Desserts, Shake, Beverages"
"The Cookie Co., Bodakdev, Ahmedabad | Zomato ","The Cookie Co. Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for The Cookie Co. Restaurant.",/ahmedabad/the-cookie-co-1-bodakdev,+919825940073,3.4,6.0,"Bakery, Desserts, Shake, Coffee, Beverages"
"Urban Khichdi, Vastrapur, Ahmedabad | Zomato ","Urban Khichdi Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Urban Khichdi Restaurant.",/ahmedabad/urban-khichdi-vastrapur,+918155088155,4.6,1148.0,"North Indian, Healthy Food, Street Food, Beverages"
"Angat 22 The Restaurant & Banquet, Bopal, Ahmedabad | Zomato ","Angat 22 The Restaurant & Banquet Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Angat 22 The Restaurant & Banquet Restaurant.",/ahmedabad/angat-22-the-restaurant-banquet-bopal,"+919974433222, +919998799418",4.3,408.0,"North Indian, Chinese, Continental, Mexican, Salad, Pasta, Oriental, Biryani"
"WOW! China Diner, Thaltej, Ahmedabad | Zomato ","WOW! China Diner Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for WOW! China Diner Restaurant.",/ahmedabad/wow-china-diner-thaltej,+91919836198361,4.1,323.0,"Chinese, Oriental, Asian, Sichuan, Seafood, Momos"
"Air Bistro, Bodakdev, Ahmedabad | Zomato ","Air Bistro Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Air Bistro Restaurant.",/ahmedabad/air-bistro-bodakdev,+919824000481,3.7,9.0,"Fast Food, Pizza, Continental, North Indian, Beverages"
"Big Belly Burger, Isanpur, Ahmedabad | Zomato ","Big Belly Burger Ahmedabad, Isanpur; View reviews, menu, contact, location, and more for Big Belly Burger Restaurant.",/ahmedabad/big-belly-burger-1-isanpur,+919016601959,3.7,15.0,"Fast Food, Burger, Pizza, Beverages, Shake"
"Bubblepop, Thaltej, Ahmedabad | Zomato ","Bubblepop Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Bubblepop Restaurant.",/ahmedabad/bubblepop-thaltej,+919898387773,4.1,37.0,"Sandwich, Pasta, Pancake, Coffee, Beverages, Shake"
"Uboat - Gourmet Subs, Navrangpura, Ahmedabad | Zomato ","Uboat - Gourmet Subs Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for Uboat - Gourmet Subs Restaurant.",/ahmedabad/uboat-gourmet-subs-navrangpura,+917949167650,3.9,44.0,"Sandwich, Wraps, Salad, Fast Food, Healthy Food"
"Bleu 9 Patisserie, Thaltej, Ahmedabad | Zomato ","Bleu 9 Patisserie Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Bleu 9 Patisserie Restaurant.",/ahmedabad/bleu-9-patisserie-thaltej,+917600740999,3.1,25.0,"Cafe, Beverages, Desserts"
"Bhookh Lagi Hai, Satellite, Ahmedabad | Zomato ","Bhookh Lagi Hai Ahmedabad, Satellite; View reviews, menu, contact, location, and more for Bhookh Lagi Hai Restaurant.",/ahmedabad/bhookh-lagi-hai-satellite,"+919001293435, +917990182569",3.7,64.0,"North Indian, Chinese, Fast Food"
"Happy Hour Veg BBQ Tandoor, Paldi, Ahmedabad | Zomato ","Happy Hour Veg BBQ Tandoor Ahmedabad, Paldi; View reviews, menu, contact, location, and more for Happy Hour Veg BBQ Tandoor Restaurant.",/ahmedabad/happy-hour-veg-bbq-tandoor-1-paldi,+917778879082,3.7,8.0,"North Indian, Momos"
"Rooted & Raws, Infocity, Gandhinagar | Zomato ","Rooted & Raws Gandhinagar, Infocity; View reviews, menu, contact, location, and more for Rooted & Raws Restaurant.",/ahmedabad/rooted-raws-5-infocity-gandhinagar,+919998014213,3.9,12.0,"Pasta, Salad, Healthy Food, Sandwich, Fast Food, Beverages"
"Bowl Story, Bodakdev, Ahmedabad | Zomato ","Bowl Story Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Bowl Story Restaurant.",/ahmedabad/bowl-story-bodakdev,+919909988978,4.6,149.0,"Italian, Mexican, North Indian, Continental"
"The Blue Oven, Bodakdev, Ahmedabad | Zomato ","The Blue Oven Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for The Blue Oven Restaurant.",/ahmedabad/the-blue-oven-bodakdev,"+918140673569, +917940080105, +917433909991",4.2,896.0,"Cafe, Beverages, Pizza, Italian, Desserts"
"Better Beans, Infocity, Gandhinagar | Zomato ","Better Beans Gandhinagar, Infocity; View reviews, menu, contact, location, and more for Better Beans Restaurant.",/ahmedabad/better-beans-infocity-gandhinagar,+917518181834,3.8,8.0,"Cafe, Coffee, Chinese, Pizza, Sandwich, Fast Food, Shake, Beverages"
"Ripples - Avalon Hotel, Bodakdev, Ahmedabad | Zomato ","Ripples - Avalon Hotel Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Ripples - Avalon Hotel Restaurant.",/ahmedabad/ripples-avalon-hotel-bodakdev,"+917383077701, +917698966990",4.0,224.0,"North Indian, Continental, Oriental, Fast Food, Desserts, Chinese, Beverages"
"Cafe 1st Story - Fairfield By Marriott, Ashram Road, Ahmedabad | Zomato ","Cafe 1st Story - Fairfield By Marriott Ahmedabad, Ashram Road; View reviews, menu, contact, location, and more for Cafe 1st Story - Fairfield By Marriott Restaurant.",/ahmedabad/cafe-1st-story-fairfield-by-marriott-ashram-road,"+917433001061, +917433008588",3.9,620.0,"North Indian, South Indian, Mughlai, Biryani, Chinese, Oriental, Desserts, Beverages"
"Poptos, Bodakdev, Ahmedabad | Zomato ","Poptos Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Poptos Restaurant.",/ahmedabad/poptos-bodakdev,+917778827270,3.9,9.0,"Fast Food, Coffee, Pizza, Burger, Shake"
"The Mad House Café, Gulbai Tekra, Ahmedabad | Zomato ","The Mad House Café Ahmedabad, Gulbai Tekra; View reviews, menu, contact, location, and more for The Mad House Café Restaurant.",/ahmedabad/the-mad-house-café-gulbai-tekra,"+919265725530, +919979768869",4.2,729.0,"Cafe, Coffee, Beverages, Burger, Sandwich, Desserts, Continental, Fast Food"
"Neem Chowk, Bodakdev, Ahmedabad | Zomato ","Neem Chowk Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Neem Chowk Restaurant.",/ahmedabad/neem-chowk-bodakdev,+919725438230,4.1,158.0,"Gujarati, Street Food, Desserts, Ice Cream"
"Aambli Restaurant & Banquets, Nikol, Ahmedabad | Zomato ","Aambli Restaurant & Banquets Ahmedabad, Nikol; View reviews, menu, contact, location, and more for Aambli Restaurant & Banquets Restaurant.",/ahmedabad/aambli-restaurant-banquets-nikol,+919081819195,,,"North Indian, Italian, Mexican, Biryani, Chinese, Desserts, Shake, Beverages"
404 | Zomato,404 - File not found!! Zomato.com,https://b.zmtcdn.com/images/logo/zomato_logo_2017.png?output-format=webp,,,,
"Gormoh, Bodakdev, Ahmedabad | Zomato ","Gormoh Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Gormoh Restaurant.",/ahmedabad/gormoh-bodakdev,+917926873655,3.5,564.0,"North Indian, Chinese, Fast Food, Italian, Biryani, Beverages"
"Amritsar Punjab Paratha, Vastrapur, Ahmedabad | Zomato ","Amritsar Punjab Paratha Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Amritsar Punjab Paratha Restaurant.",/ahmedabad/amritsar-punjab-paratha-vastrapur,+919327476100,3.2,17.0,"North Indian, Chinese, Biryani, Street Food, Beverages"
"Blockheads - Plates & Playlists, Bodakdev, Ahmedabad | Zomato ","Blockheads - Plates & Playlists Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Blockheads - Plates & Playlists Restaurant.",/ahmedabad/blockheads-plates-playlists-bodakdev,+919099012739,3.9,4.0,"Italian, Beverages"
"GL Dalwada Centre, Navrangpura, Ahmedabad | Zomato ","GL Dalwada Centre Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for GL Dalwada Centre Restaurant.",/ahmedabad/gl-dalwada-centre-navrangpura,+919824901424,3.6,8.0,Street Food
"Starbucks Coffee, C G Road, Ahmedabad | Zomato ","Starbucks Coffee Ahmedabad, C G Road; View reviews, menu, contact, location, and more for Starbucks Coffee Restaurant.",/ahmedabad/starbucks-coffee-c-g-road,+918655461714,2.9,4.0,"Cafe, Coffee, Fast Food, Beverages, Desserts"
"Pizza Hut, Nikol, Ahmedabad | Zomato ","Pizza Hut Ahmedabad, Nikol; View reviews, menu, contact, location, and more for Pizza Hut Restaurant.",/ahmedabad/pizza-hut-nikol,18002022022,3.8,35.0,"Pizza, Pasta, Italian, Desserts, Beverages, North Indian"
"The Grand Thakar, Satellite, Ahmedabad | Zomato ","The Grand Thakar Ahmedabad, Satellite; View reviews, menu, contact, location, and more for The Grand Thakar Restaurant.",/ahmedabad/the-grand-thakar-satellite,"+919662802220, +919662804440",4.2,1127.0,"Kathiyawadi, North Indian, Biryani, Chinese, Continental, Beverages"
"Cafe De Food Couture, Bopal, Ahmedabad | Zomato ","Cafe De Food Couture Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Cafe De Food Couture Restaurant.",/ahmedabad/cafe-de-food-couture-1-bopal,+919825651199,4.0,20.0,"Italian, Mexican, Pizza, Pasta"
"Sizzling Mania, Navrangpura, Ahmedabad | Zomato ","Sizzling Mania Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for Sizzling Mania Restaurant.",/ahmedabad/sizzling-mania-navrangpura,"+918347131113, +919998674460",3.3,18.0,"Fast Food, Street Food, Sandwich, Italian, Mexican, Waffle, Desserts, Beverages"
"Earthen Oven - Fortune Landmark, Ashram Road, Ahmedabad | Zomato ","Earthen Oven - Fortune Landmark Ahmedabad, Ashram Road; View reviews, menu, contact, location, and more for Earthen Oven - Fortune Landmark Restaurant.",/ahmedabad/earthen-oven-fortune-landmark-ashram-road,"+917574893285, +917574893283, +919825414057",4.4,516.0,"Kebab, North Indian, Mughlai, Desserts"
"The Orchid, Odhav, Ahmedabad | Zomato ","The Orchid Ahmedabad, Odhav; View reviews, menu, contact, location, and more for The Orchid Restaurant.",/ahmedabad/the-orchid-odhav,+919925003518,4.1,162.0,"North Indian, Chinese, Continental, Pizza, Mexican, Italian, Thai, Beverages"
"Boji Cafe, Prahlad Nagar, Ahmedabad | Zomato ","Boji Cafe Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for Boji Cafe Restaurant.",/ahmedabad/boji-cafe-prahlad-nagar,+919235009235,3.9,5.0,"Coffee, Shake, Tea, Beverages"
"D' Caf, C G Road, Ahmedabad | Zomato ","D' Caf Ahmedabad, C G Road; View reviews, menu, contact, location, and more for D' Caf Restaurant.",/ahmedabad/d-caf-c-g-road,+919375737305,4.3,65.0,"Cafe, Beverages, Sandwich, Pizza, Wraps, Pasta, Fast Food, Desserts"
"Dakshini 24, Bodakdev, Ahmedabad | Zomato ","Dakshini 24 Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Dakshini 24 Restaurant.",/ahmedabad/dakshini-24-bodakdev,+919879595205,4.1,480.0,"South Indian, Beverages"
"Mr & Mrs Somani - The Grand Bhagwati, Bodakdev, Ahmedabad | Zomato ","Mr & Mrs Somani - The Grand Bhagwati Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Mr & Mrs Somani - The Grand Bhagwati Restaurant.",/ahmedabad/mr-mrs-somani-the-grand-bhagwati-bodakdev,"+919879000221, +919099382222, +919099372222",4.0,594.0,"North Indian, Mughlai"
"Riverside Deli, Ashram Road, Ahmedabad | Zomato ","Riverside Deli Ahmedabad, Ashram Road; View reviews, menu, contact, location, and more for Riverside Deli Restaurant.",/ahmedabad/riverside-deli-1-ashram-road,+917778886958,4.1,42.0,"Cafe, Coffee, Fast Food, Shake, Beverages"
"Leaf Restaurant, Ashram Road, Ahmedabad | Zomato ","Leaf Restaurant Ahmedabad, Ashram Road; View reviews, menu, contact, location, and more for Leaf Restaurant Restaurant.",/ahmedabad/leaf-restaurant-ashram-road,"+917949104910, +917926584100, +919909908932",3.2,146.0,"North Indian, Chinese"
"Atithi, Bodakdev, Ahmedabad | Zomato ","Atithi Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Atithi Restaurant.",/ahmedabad/atithi-bodakdev,"+917926858807, +919090003388",4.1,1087.0,Gujarati
"HL Frankie, Navrangpura, Ahmedabad | Zomato ","HL Frankie Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for HL Frankie Restaurant.",/ahmedabad/hl-frankie-navrangpura,+919726020890,3.1,6.0,"Fast Food, Burger, Street Food, Sandwich, Chinese, Beverages"
"Amritsari Kulcha Express, Bodakdev, Ahmedabad | Zomato ","Amritsari Kulcha Express Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Amritsari Kulcha Express Restaurant.",/ahmedabad/amritsari-kulcha-express-1-bodakdev,+917874790029,4.2,91.0,North Indian
"Oozey, Thaltej, Ahmedabad | Zomato ","Oozey Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Oozey Restaurant.",/ahmedabad/oozey-thaltej,"+919978384239, +919913625218",4.0,67.0,"Fast Food, Healthy Food, Burger, Sandwich, Shake, Desserts, Pancake, Waffle"
"Taco Bell, Vastrapur, Ahmedabad | Zomato ","Taco Bell Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Taco Bell Restaurant.",/ahmedabad/taco-bell-vastrapur,+917428593042,3.9,317.0,"Mexican, Fast Food, Wraps, Beverages"
"Jay Bhavani Fast Food, Thaltej, Ahmedabad | Zomato ","Jay Bhavani Fast Food Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Jay Bhavani Fast Food Restaurant.",/ahmedabad/jay-bhavani-fast-food-thaltej,+919998276060,3.8,6.0,"Rolls, Pizza, Sandwich, Street Food, Fast Food, Shake"
"Salad Time, Prahlad Nagar, Ahmedabad | Zomato ","Salad Time Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for Salad Time Restaurant.",/ahmedabad/salad-time-prahlad-nagar,+919316791707,3.9,6.0,Salad
"Wind & Water- Fortune Landmark, Ashram Road, Ahmedabad | Zomato ","Wind & Water- Fortune Landmark Ahmedabad, Ashram Road; View reviews, menu, contact, location, and more for Wind & Water- Fortune Landmark Restaurant.",/ahmedabad/wind-water-fortune-landmark-ashram-road,"+919825414057, +917574893285, +918866533901",4.3,214.0,"Chinese, Continental, North Indian, Beverages, Desserts"
404 | Zomato,404 - File not found!! Zomato.com,https://b.zmtcdn.com/images/logo/zomato_logo_2017.png?output-format=webp,,,,
"Mainland China, Satellite, Ahmedabad | Zomato ","Mainland China Ahmedabad, Satellite; View reviews, menu, contact, location, and more for Mainland China Restaurant.",/ahmedabad/mainland-china-satellite,"+919723628282, +919723628283",4.1,972.0,"Chinese, Momos, Thai, Asian, Seafood, Sichuan"
"Rageez, Bopal, Ahmedabad | Zomato ","Rageez Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Rageez Restaurant.",/ahmedabad/rageez-bopal,+918755889821,4.2,102.0,"North Indian, Chinese, Mughlai, Biryani, Sichuan"
"Kurry Karamat, Chandkheda, Ahmedabad | Zomato ","Kurry Karamat Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Kurry Karamat Restaurant.",/ahmedabad/kurry-karamat-chandkheda,+918849654476,4.1,82.0,"North Indian, Mughlai, Biryani, Chinese, Rolls, Beverages"
